source	symbol	field	go_type	class	kizu_type	source_owner	cleanup	evidence
internal/stdmethod/methods.go	Method / methodFromDecl	Sig / TypeParams / Params / Return	ast.FunctionSignature / []string / []ParamType / string	Go shallow-copies a GC-backed signature and rendered strings; Kizu borrows one Ast for source text and parsed types only while constructing one independent cache whose name, type-parameter names, parameter spellings, and return spelling are owned recursively	compiler::internal::stdmethod::Method / compiler::internal::stdmethod::TypeText / std::array::Array<std::string::String> / std::array::Array<compiler::internal::stdmethod::ParamType>	compiler::internal::stdmethod::MethodIndex method Array for the cache / caller Ast for source graphs	MethodIndex.deinit releases the Method Array and every cached String and nested Array; errdefer releases each partial cache before or after Array transfer	internal/stdmethod/methods.go:23-35,81-97; compiler/src/internal/stdmethod/stdmethod.kizu:11-37,155-222; compiler/src/internal/stdmethod/stdmethod_test.kizu
internal/stdmethod/methods.go	MethodIndex	methods by receiver and name	map[string]map[string]Method	Kizu owns Method values once in an Array and lets nested Maps retain only copy indexes; map keys are copied by Map, and a duplicate name overwrites its copy index while the unreachable prior Method remains Array-owned until phase cleanup	compiler::internal::stdmethod::MethodIndex / std::map::Map<[]u8, std::map::Map<[]u8, compiler::internal::stdmethod::MethodHandle>> / std::array::Array<compiler::internal::stdmethod::Method>	caller after index_methods succeeds	index_methods errdefer releases every partial Map and appended Method; MethodIndex.deinit recursively releases the completed index	internal/stdmethod/methods.go:56-79; compiler/src/internal/stdmethod/stdmethod.kizu:61-153; compiler/src/internal/stdmethod/stdmethod_test.kizu
internal/stdmethod/methods.go	Method.Substitute	typeName / typeArgs / substitution map / return	string / []string / map[string]string / string	TypeText closes the source-spelling invariant around rendered cache values and keeps empty text as the explicit omitted-return sentinel; the sentinel and arity mismatches copy unchanged before parsing; otherwise dynamic type-parameter and argument Strings remain caller-owned while substitute_owned_text parses and canonicalizes them into one local table and owned replacement map, with duplicate names updating the owned value in place to preserve Go last-write-wins; the returned String is independent	&compiler::internal::stdmethod::TypeText / &std::array::Array<std::string::String> / !std::string::String	MethodIndex for TypeText and parameter names / caller for type arguments and return	local replacement Map deinitializes before local type Table; render errdefer releases partial output; caller deinitializes success; parse failures remain explicit and are unreachable for checker-rendered arguments	internal/stdmethod/methods.go:37-54; internal/typ/typ.go:467-483; compiler/src/internal/stdmethod/stdmethod.kizu:39-59; compiler/src/internal/typ/typ.kizu:1098-1142; compiler/src/internal/stdmethod/stdmethod_test.kizu; compiler/src/internal/typ/typ_test.kizu
internal/stdmethod/methods.go	MethodName / SplitMethodName / CallName	input / split parts / joined return	string / substrings / string	join copies borrowed receiver and call-name bytes into a caller-owned String; split and call-name results are borrowed slices of their input and share the one last-dot implementation in compiler::internal::typ	[]u8 / !std::string::String / ?compiler::internal::typ::MethodNameParts	caller for inputs and joined return	method_name errdefer releases partial output and caller deinitializes success; borrowed split parts need no cleanup	internal/stdmethod/methods.go:99-119; compiler/src/internal/stdmethod/stdmethod.kizu:224-249; compiler/src/internal/stdmethod/stdmethod_test.kizu
internal/types/type.go	Type / typeTable	canonical spelling / parsed graph / identity	string / *typ.Table	one check-phase table owns each canonical spelling and parsed graph; a Type is only a nullable copy handle into that table, including the empty no-type sentinel	compiler::internal::types::Type / compiler::internal::types::TypeTable / compiler::internal::types::TypeEntry	TypeTable for all non-empty Type handles	TypeTable.deinit releases the spelling Map, TypeEntry arena and parsed Table; Type handles need no cleanup	internal/types/type.go:12-42; compiler/src/internal/types/types.kizu:12-31,174-318; compiler/src/internal/types/types_test.kizu
internal/types/type.go	typeTable.remember / lookup / substituteTypeParams	source type / substitution map / retained result	typ.Type / map[string]Type / Type	remember borrows a source type graph only while rendering it, then interns an independent spelling and graph; lookup borrows the retained graph; substitution borrows copy handles and retains the transformed graph in the same phase table	&compiler::internal::typ::Table / &std::map::Map<[]u8, compiler::internal::types::Type> / !compiler::internal::types::Type	caller for source graph and substitution Map / TypeTable for result	remember releases its rendered temporary; parsed substitution Map deinitializes after transformation; TypeTable cleanup releases every retained or intermediate graph	internal/types/type.go:27-42,288-310; compiler/src/internal/types/types.kizu:229-304,437-471; compiler/src/internal/types/types_test.kizu
internal/types/type.go	built-in type constants and registries	spelling identity / membership	Type constants / immutable map[Type]bool	built-in Type handles are lazily interned into the phase table; closed registries are allocation-free pure byte predicates rather than hidden global Maps	!compiler::internal::types::Type / []u8 / bool	TypeTable for returned handles / static program data for registry spellings	TypeTable.deinit for handles; predicates need no cleanup	internal/types/type.go:44-139,325-335; compiler/src/internal/types/types.kizu:184-224,932-980; compiler/src/internal/types/types_test.kizu
internal/types/type.go	enumType / errorSetType / unionType	name / member and variant maps / declaration order / tagged enum / resolved payload type	string / maps / slices / *enumType / Type	Go declaration names and order share GC text, while each union payload is a canonical copy Type handle rather than its source spelling. Kizu enum and error-set names plus enum order remain copy Text handles into the caller Ast; union-owned names and order are independent Strings, and its payload Map likewise stores copy Type handles. An error set owns no second member Map: its tagged EnumHandle points to the one EnumType that owns the shared tag set.	compiler::internal::types::EnumType / ErrorSetType / UnionType / EnumHandle / compiler::internal::ast::Text / compiler::internal::types::Type	caller Ast for enum and error-set Text / checker metadata for record Arrays, copied Map keys, and union owners / TypeTable for payload Type handles	EnumType cleanup releases its Map and copy-handle Array; UnionType cleanup releases its Strings, Map, and Array; ErrorSetType, Text, EnumHandle, and Type values need no cleanup	internal/types/type.go:141-176; internal/types/checker.go:475-513; compiler/src/internal/types/types.kizu:107-157
internal/types/type.go	functionType / contractType	signature cache / checked type arrays / body / method index	ast.FunctionSignature / []Type / *ast.BlockStmt / map[string]*functionType	one checker-owned FunctionType deep-copies only signature fields later passes read; its Type and Ast body values are copy handles into their phase owners, while ContractType Maps store copy FunctionHandle indexes into checker metadata	compiler::internal::types::FunctionSignatureType / FunctionType / ContractType / FunctionHandle	checker metadata store for owner Strings and Arrays / TypeTable for Type / Ast for body	owner-record deinit recursively releases signature and parameter storage; Type, FunctionHandle and ast::Block handles need no cleanup	internal/types/type.go:179-196; internal/types/checker.go:802-805,1332-1385,3542,4618-4757,4826-5137,6443; compiler/src/internal/types/types.kizu:112-171; compiler/src/internal/types/types_test.kizu
internal/types/type.go	structural type helpers	input and returned types / text lists / failure reason	Type / []string / error	contains queries walk the parsed graph retained by the phase TypeTable without splitting text or allocating; structural transforms return copy Type handles; helpers that materialize text return caller-owned Strings or Arrays; pointer and borrow failures are closed copy reasons so the later checker boundary can build the unchanged diagnostic	compiler::internal::types::Type / std::string::String / std::array::Array<std::string::String> / PointerDerefResult / BorrowCoercionResult	TypeTable for Type handles / caller for materialized text	contains queries, Type handles, and reason values need no cleanup; returned String and Array owners use errdefer internally and caller deinit on success	internal/types/type.go:208-578; compiler/src/internal/types/types.kizu:33-68,305-852; compiler/src/internal/types/types_test.kizu
internal/types/type.go	sortedMethodNames	method map keys / sorted return	map keys / []string	each borrowed Map key is copied into the returned owner Array before std::sort::strings reorders its initialized slots in place; the result retains no Map storage and preserves Go byte-lexical order	&std::map::Map<[]u8, compiler::internal::types::FunctionHandle> / !std::array::Array<std::string::String>	caller for method Map and returned Array	returned names use errdefer on copy or sort failure and caller recursively deinitializes success; Array.swap copies or drops neither String owner	internal/types/type.go:196-205; compiler/src/internal/types/types.kizu:490-506; lib/kizu/std/src/sort/sort.kizu:5-78; compiler/src/internal/types/types_test.kizu
internal/typ/typ.go	Substitute / compiler::internal::typ::substitute / wrap_borrow	input graph / borrowed replacements / transformed graph	typ.Type / map[string]typ.Type / typ.Type	one local Builder clones the input into a new Table-owned graph, replaces only whole unqualified names, and clones replacement graphs without recursively substituting inside them; wrap_borrow uses the same clone path before retaining one Borrow root	compiler::internal::typ::Type / &std::map::Map<[]u8, compiler::internal::typ::Type> / !compiler::internal::typ::Type	caller Table for input, replacement and returned graphs	Builder errdefer releases partial node Arrays; completed and intermediate graphs remain Table-owned until Table.deinit; borrowed Map needs no cleanup	internal/typ/typ.go:425-463; internal/types/type.go:257-266; compiler/src/internal/typ/typ.kizu:883-1062; compiler/src/internal/typ/typ_test.kizu
internal/types/unsafe.go	unsafeCapability constants	capability identity / registry spelling	named string constants	Kizu separates copy identity into a closed enum and exposes each exact registry spelling as static borrowed bytes; no global Map or allocator is introduced	compiler::internal::types::UnsafeCapability / []u8	static program data	no cleanup	internal/types/unsafe.go:10-21; compiler/src/internal/types/types.kizu:1041-1067; compiler/src/internal/types/unsafe_test.kizu
internal/types/unsafe.go; internal/types/checker.go	unsafeScope / unsafeMark / use	marker state / nullable current marker / mutation	*unsafeScope / bool	Kizu closes the nullable pointer state into one copy record: null maps to used = null, a fresh marker to used = false, and mutation is an explicit mutable borrow of that record; nested checks create a separate record, so no arena provenance or allocation is needed	&var compiler::internal::types::UnsafeMark / bool	caller stack binding	copy record needs no cleanup; Checker field and nested-marker integration remain outside this declaration subset	internal/types/unsafe.go:24-33; internal/types/checker.go:15-25; compiler/src/internal/types/types.kizu:1069-1081; compiler/src/internal/types/unsafe_test.kizu
internal/types/policy.go	reservedFunctionStaticParamIndex / compileTimeOnlyType	cached signature and canonical type / violation result	ast.FunctionSignature / Type / (int, bool) / bool	Go keeps diagnostic construction at the function-checking caller and returns only the first offending index; Kizu borrows the checker-owned signature cache and TypeTable and returns the same copy-only optional index or predicate	&compiler::internal::types::FunctionSignatureType / &compiler::internal::types::TypeTable / ?i64 / bool	checker metadata and TypeTable for inputs	optional index and bool need no cleanup; no diagnostic or text owner crosses this policy boundary	internal/types/policy.go:63-91; internal/types/checker.go:885-890,971-978; compiler/src/internal/types/policy.kizu:8-28; compiler/src/internal/types/policy_test.kizu
internal/types/policy.go	rawPointerFieldRequiresUnsafe / isBorrowPayload	unsafe declaration flag / retained type graph / violation result	bool / Type / typ.Type / bool	both implementations inspect the already parsed graph and return only a copy boolean; declaration and field names stay at the checker caller that owns diagnostic construction	&compiler::internal::types::TypeTable / &compiler::internal::typ::Table / compiler::internal::types::Type / compiler::internal::typ::Type / bool	TypeTable or Ast type table for graph handles	graph borrows and bool need no cleanup; no formatted bytes or diagnostic owner are created	internal/types/policy.go:93-108; internal/types/checker.go:584-600,624-643; compiler/src/internal/types/policy.kizu:30-45; compiler/src/internal/types/policy_test.kizu
internal/types/unsafe.go	unsafeStructInvariantRequirement	optional declaration / declaration and use source / closed policy result	*ast.StructDecl / ast.Span / unsafeInvariantRequirement	Kizu makes Go's nil declaration explicit as a copy presence flag, carries the unsafe flag and copy Spans separately, and compares SourceId indexes under the checker invocation's one SourceMap owner; only the closed requirement crosses the policy boundary	bool / bool / compiler::internal::ast::Span / compiler::internal::types::UnsafeInvariantRequirement	caller for declaration and SourceMap context	copy flags, Spans, SourceIds, and enum need no cleanup; checker caller constructs any marker or file-boundary diagnostic	internal/types/unsafe.go:35-43,95-108; compiler/src/internal/types/unsafe_policy.kizu:8-33; internal/types/unsafe_policy_test.go; compiler/src/internal/types/unsafe_policy_test.kizu
internal/types/unsafe.go	obligationDocMissing	unsafe declaration flag / documentation / result	bool / string / bool	Go borrows the declaration string and Kizu borrows the Ast-retained or caller-owned bytes only for the length check; subject and desired documentation text remain at the diagnostic-owning checker caller	bool / []u8 / bool	caller for documentation bytes	borrowed bytes and bool need no cleanup; no diagnostic owner crosses this policy boundary	internal/types/unsafe.go:110-126; compiler/src/internal/types/unsafe_policy.kizu:35-38; internal/types/unsafe_policy_test.go; compiler/src/internal/types/unsafe_policy_test.kizu
internal/types/scope.go	scope / scopeBinding / ScopeStore	parent scope / binding metadata / provenance names / unread position	*scope / map[string]scopeBinding / []string / ast.Span	Go keeps GC pointers between lexical scopes; Kizu owns every Scope in one phase arena and stores only optional copy ScopeHandle parent edges. Each scope has one Map whose owner ScopeBinding retains provenance Strings together, so type and capability facts cannot diverge across parallel maps. Go's unread bool plus Span becomes one optional copy Span, removing an invalid absent-with-stale-position state.	compiler::internal::types::ScopeStore / ScopeHandle / std::map::Map<[]u8, ScopeBinding> / std::array::Array<std::string::String> / ?compiler::internal::ast::Span	ScopeStore for Scope arena, binding Maps, copied map keys, and provenance Strings / TypeTable for copy Type handles	ScopeStore.deinit recursively releases Scope Maps and every provenance Array and String; handles, Type values, capability flags, and optional Spans need no cleanup	internal/types/scope.go:10-34; compiler/src/internal/types/scope.kizu:13-64; compiler/src/internal/types/scope_test.kizu
internal/types/scope.go	define / defineWithSource / defineParamWithSource / defineBinding	name and provenance input / retained binding / duplicate result	string / []string / scopeBinding / bool	Go shallow-retains GC strings in one complete binding record. Kizu consumes an owned provenance Array into ScopeBinding, while Map copies the borrowed name key; discard and duplicate paths explicitly deinitialize the uninserted owner, and successful insert transfers it once into the scope Map. The bool crosses the boundary alone so Checker retains duplicate-variable diagnostic construction.	&var compiler::internal::types::ScopeStore / compiler::internal::types::ScopeHandle / []u8 / std::array::Array<std::string::String> / !bool	caller for borrowed name and source Array before call / ScopeStore after successful insert	uninserted binding deinitializes on discard, duplicate, or invalid handle; Map.insert owns the moved binding across success or propagated allocation failure; ScopeStore.deinit releases successful bindings	internal/types/scope.go:54-93; compiler/src/internal/types/scope.kizu:83-162; internal/types/scope_test.go; compiler/src/internal/types/scope_test.kizu
internal/types/scope.go	declareLocal / lookup / binding predicates	unread position / parent walk / returned type and facts	ast.Span / *scope / Type / copied scopeBinding	Go copies one map value and writes it back when a read clears unread state. Kizu mutates the owner binding in place, returns only a copy Type, and projects owner-map metadata into copy BindingFacts for non-reading queries. Parameter provenance derivation, recursive source resolution, lexical unread selection, and diagnostic construction remain with Checker rather than becoming standalone scope APIs.	&var compiler::internal::types::ScopeStore / compiler::internal::types::ScopeHandle / compiler::internal::ast::Span / ?compiler::internal::types::Type / bool	ScopeStore for the scope graph and binding owners / TypeTable for returned Type handles	in-place optional Span updates and copy results need no cleanup; no borrow of an owner ScopeBinding escapes its Map; Checker later owns provenance traversal and diagnostic temporaries	internal/types/scope.go:36-49,95-144; internal/types/checker.go unreadLocalError and identBorrowSources; compiler/src/internal/types/scope.kizu:66-81,164-243; internal/types/scope_test.go; compiler/src/internal/types/scope_test.kizu
internal/types/metadata.go	checkerMetadata / newCheckerMetadata	declaration registries / pointed-to records / nested method maps	maps of string to GC pointers and nested maps	Go embeds one group of GC registries in Checker. Kizu owns function, enum, error-set, union, and contract records once in Arrays and lets name Maps, contract Maps, and nested implementation Maps retain only copy indexes; struct entries remain copy Declaration handles into the caller Ast rather than becoming a second syntax owner.	compiler::internal::types::CheckerMetadata / std::array::Array owner stores / handle Maps / std::map::Map<[]u8, compiler::internal::ast::Declaration>	CheckerMetadata for every Array, Map key, nested Map, and owner record / caller Ast for struct declarations / TypeTable and Ast for handles retained inside metadata records	CheckerMetadata.deinit recursively releases nested Maps, owner Arrays, and their records; copy handles and ast::Declaration need no cleanup; Ast and TypeTable outlive metadata use and deinitialize their own graphs	internal/types/metadata.go:7-29; internal/types/checker.go embedded checkerMetadata; compiler/src/internal/types/metadata.kizu:9-53; internal/types/metadata_test.go; compiler/src/internal/types/metadata_test.kizu
internal/types/metadata.go	predeclareTypeNames / declaredTypeName	program declarations / declared name / registry key	ast.Decl interface pointers / string / map insertion	Go reads declaration strings directly through GC pointers. Kizu's private Checker method matches the retained closed DeclarationNode, returns only a copy Ast Text handle, borrows its String bytes inside the insertion scope, and lets its owned metadata Map copy the key before the Ast borrow ends; non-type declarations return null. The owner is no longer passed through a standalone metadata API.	&var compiler::internal::types::Checker / &compiler::internal::ast::Ast / &compiler::internal::ast::Program / !void	caller Ast for declarations and text / Checker.metadata declared-types Map for copied keys	Map insert copies each borrowed name and propagated allocation failure leaves the caller-owned Ast unchanged; Checker cleanup releases copied metadata keys, while Text and Declaration handles need no cleanup	internal/types/metadata.go:31-59; compiler/src/internal/types/metadata.kizu:55-89; compiler/src/internal/types/metadata_test.kizu
internal/types/checker.go; internal/types/collect_enum.go	collectTypesAndMethods / collect_types_and_methods	program declarations / deinit owner map / three source-order passes / first failure / Diagnostic	*ast.Program / ast.Decl / error	The work unit is the private Checker pass, not a standalone declaration-policy API: both sides predeclare names, collect every type, then every receiver method, then validate every impl assertion, stopping at the first failure in each pass. Go retains DeinitOwners on Checker before collection. Kizu uses one local owner Map throughout collection, then moves it into a Checker-owned Arena only after all three passes succeed so later private phases read the same definition without a second construction.	&var compiler::internal::types::Checker / &compiler::internal::ast::Ast / &compiler::internal::ast::Program / std::arena::Arena<std::map::Map<[]u8, bool>> / !?compiler::internal::diagnostic::Diagnostic	caller Ast for declarations and Text handles / Checker for metadata, canonical Type graphs, and the retained owner Map / caller for returned Diagnostic	errdefer releases the local owner Map on allocation failure; each semantic return deinitializes it after Diagnostic construction; success moves it once into the Arena, whose derived Checker cleanup releases it; issue payloads and the selected owner-map Handle need no cleanup	internal/types/checker.go:108-121,143-156,187-264,399-445,452-586,714-844,6630-6637; internal/types/collect_enum.go; compiler/src/internal/types/type_collection.kizu; compiler/src/internal/types/type_resolution.kizu; compiler/src/internal/types/type_collection_test.kizu; compiler/src/internal/types/method_collection_test.kizu
internal/types/checker.go	collectFunctions / collectTopLevelFunctions / collect_functions / collect_top_level_functions	program declarations / completed type-method metadata / top-level signature index / first Diagnostic	*ast.Program / map[string]*functionType / error	Kizu keeps the same two private phase boundaries as Go: collect_functions first runs collect_types_and_methods, then one source-order top-level loop. It does not expose a per-declaration decision API. Each visit appends one FunctionType owner and indexes only its copy handle under a Map-owned name key. A receiver declaration is therefore built twice, once for the method index and independently once for the function index, exactly like Go; the two registries do not share one FunctionType pointer or handle.	&var compiler::internal::types::Checker / &compiler::internal::ast::Ast / &compiler::internal::ast::Program / compiler::internal::types::FunctionHandle / !?compiler::internal::diagnostic::Diagnostic	caller Ast for declaration and Text handles / Checker metadata for FunctionType owners and copied index keys / caller for returned Diagnostic	copy issues and handles need no cleanup; an index allocation failure after FunctionType retention aborts the phase and Checker.deinit releases the otherwise-unindexed record; collect_functions moves an inner Diagnostic directly to its caller	internal/types/checker.go:175-184,371-396; compiler/src/internal/types/function_collection.kizu; compiler/src/internal/types/type_collection.kizu diagnostic adapter; compiler/src/internal/types/function_collection_test.kizu; examples/negative/function_named_after_type.kizu; examples/negative/function_named_after_enum.kizu
internal/types/checker.go	checkPublicAPI / checkPublicSignature / checkPublicStructFields / checkPublicUnionVariants / checkPublicContract / check_public_api	program declarations / public signature type graphs / first visibility or unsafe-field issue / Diagnostic	*ast.Program / typ.Type / error	The work unit is the private Checker phase and its source-order dispatch, not one policy API per declaration. Kizu mirrors the function, struct, union, and contract branches with private leaf functions; they return one copy-only PublicAPIIssue to the enclosing phase, which alone combines source text, category, help, and allocation into a Diagnostic.	&compiler::internal::types::Checker / &compiler::internal::ast::Ast / &compiler::internal::ast::Program / !?compiler::internal::diagnostic::Diagnostic	caller Ast for declarations, Text handles, and parsed type graphs / check_public_api for private-name scratch / caller for returned Diagnostic	issue contexts and Ast Text handles need no cleanup; message and Diagnostic construction use errdefer; returned Diagnostic moves to the caller, while every semantic return first becomes a Diagnostic before phase scratch deinitializes	internal/types/checker.go:273-369; compiler/src/internal/types/public_api.kizu; compiler/src/internal/types/public_api_test.kizu; internal/types/checker_test.go:879-933,2224-2277; examples/negative/public_fn_private_return.kizu; examples/negative/public_contract_borrowed_private.kizu; examples/negative/unsafe_struct_pub_field.kizu
internal/types/checker.go; internal/types/policy.go; internal/ast/deinit_owners.go	checkOwnerUnionContracts / validateOwnerUnionCleanup / checkOwnerUnionDeinitSignature / checkOwnerUnionDeinitBody / ownerUnionSelfMatch / matchArmCleansPayload / check_owner_union_contracts	program declarations / retained owner names / semantic union record / implementation method / leading match and arm index / first Diagnostic	*ast.Program / map[string]bool / *unionType / *functionType / map[string]ast.MatchArm / error	The private Checker phase scans unions in source order, borrows each semantic union record once, uses the same DeinitOwners definition as copy and ownership checking, validates a source-visible deinit signature, follows the leading statement or expression match directly into arm validation, indexes every arm before checking owner variants in declaration order, and stops at the first failure. The stale phase-local container registry and recursive classifier were removed from shipping Go because they predated Box payloads and contradicted SPEC's single owner definition. Kizu keeps only a flat copy problem inside this real phase and constructs one Diagnostic at its boundary; the deleted match-handle result and policy-shape tests are not independent APIs.	&var compiler::internal::types::Checker / &compiler::internal::ast::Ast / &compiler::internal::ast::Program / &compiler::internal::types::UnionType / compiler::internal::types::FunctionHandle / std::map::Map<[]u8, i64> / !?compiler::internal::diagnostic::Diagnostic	Checker-owned owner Map, UnionType and FunctionType records, and TypeTable / caller Ast for declarations, match nodes, arms, and Text / caller for returned Diagnostic	the selected owner Map and UnionType are borrowed once per scan; arm-index Map deinitializes on every success or semantic return; problems carry only Text and FunctionHandle copies; message construction uses errdefer and returned Diagnostic moves to the caller; Checker cleanup releases retained owner names and metadata	internal/types/checker.go:587-712; internal/types/policy.go:8-61; internal/types/owner_union_test.go; internal/ast/deinit_owners.go; compiler/src/internal/types/owner_union_contracts.kizu; compiler/src/internal/types/owner_union_contracts_test.kizu; compiler/src/internal/types/type_collection.kizu; compiler/src/internal/types/type_resolution.kizu; compiler/src/internal/ast/ast_test.kizu; SPEC.md:1293-1302,1422-1437,2614-2618
internal/types/checker.go; internal/types/metadata.go; internal/typ/typ.go	rejectPrivateType / referencedTypeNames / isUserDeclaredType / isPublicType / PrivateTypeNames	one parsed public-boundary type / declared visibility / first private name	[]string / metadata maps / GC strings	Go walks names outermost-first and joins each path before two metadata lookups. Kizu copies only private declaration spellings once per check_public_api phase, sorts them lexically, then walks each Ast-owned parsed graph in the same order and binary-searches a segmented path without joining or allocating in the walk. The optional found index is valid only while the sorted owner Array is unchanged.	compiler::internal::types::PrivateTypeNames / std::array::Array<std::string::String> / ?i64 / compiler::internal::ast::Text	PrivateTypeNames for copied private spellings / caller Ast for parsed graphs and declaration Text / check_public_api for scratch lifetime	errdefer releases partially built spellings; sort mutates only before any index exists; defer releases the completed Array after diagnostic construction has copied the indexed spelling; no visitor borrow or scratch index escapes the phase	internal/types/checker.go:930-960; internal/types/metadata.go:71-96; internal/typ/typ.go Walk; compiler/src/internal/typ/typ.kizu walk; compiler/src/internal/types/public_api.kizu PrivateTypeNames and compare_type_path; compiler/src/internal/types/public_api_test.kizu
internal/types/collect_enum.go	collectEnum / collectErrorSet	enum or error-set members / retained registry records and name indexes	map[string]bool / []string / *enumType / *errorSetType	Go retains one enum map and lets errorSetType.members and tagged.tags share it. Kizu copies member keys once into the tagged EnumType Map, retains enum order as Ast Text handles, and stores one EnumHandle in ErrorSetType; the collectors are private branches of collect_types_and_methods and return only that pass's copy issue on conflict.	&var compiler::internal::types::Checker / &compiler::internal::ast::Ast / !?compiler::internal::types::TypeCollectionIssue	caller Ast for names and order handles / Checker metadata for EnumType owner Maps and owner Arrays	local EnumType uses errdefer on allocation failure and explicit deinit on a normal duplicate; moves into metadata retire local cleanup; later index failure aborts while metadata still owns every retained record	internal/types/collect_enum.go; compiler/src/internal/types/collect_enum.kizu; compiler/src/internal/types/metadata.kizu; internal/types/collect_enum_test.go; compiler/src/internal/types/type_collection_test.kizu
internal/types/checker.go	collectStruct / collectUnion	declaration graph / resolved fields and payloads / retained aggregate metadata / first policy failure	*ast.StructDecl / *ast.UnionDecl / map[string]Type / error	Kizu retains a struct as one copy Declaration handle into the caller Ast and retains each union as one Checker-owned record whose name, parameter list, order, and Map keys own independent text while payloads are copy Type handles. Optional-field classification walks retained aggregate shapes with a stack of copy Type handles; union inspection copies payload handles before recursive mutable Checker use. std::meta::element normalization produces independent text only until it is interned in the Checker TypeTable.	&var compiler::internal::types::Checker / &compiler::internal::ast::Ast / std::array::Array<compiler::internal::types::Type> / !?compiler::internal::types::TypeCollectionIssue	caller Ast for struct syntax / Checker metadata for union owners and struct handle / TypeTable for canonical field and payload types	seen and payload scratch Arrays deinitialize locally; rendered element text deinitializes after intern; rejected union owners explicitly deinitialize; successful owner records move once into metadata	internal/types/checker.go:452-586,6575-6656; compiler/src/internal/types/type_collection.kizu; compiler/src/internal/stdmeta/stdmeta.kizu; compiler/src/internal/types/type_collection_test.kizu
internal/types/checker.go	collectContract / newDeclaredFunctionType / function signature collection	contract methods / checked parameter arrays / cached signature / function handle	map[string]*functionType / *functionType / error	Go returns a GC function pointer to the contract Map. Kizu never returns an owned FunctionType: it deep-copies the signature subset and checked parameter Arrays directly into the Checker's one function owner Array, then returns only a copy FunctionHandle or TypeCollectionIssue to the private contract collector. Contract method Maps retain handles, not a second function owner.	&var compiler::internal::types::Checker / compiler::internal::types::FunctionHandle / compiler::internal::types::DeclaredFunctionResult	Checker metadata for FunctionType, ContractType, copied Map keys, signature Strings, and Arrays / caller Ast for body handle	FunctionParamStorage and cached signature use errdefer on allocation failure; semantic rejection consumes and deinitializes unretained storage; successful FunctionType and ContractType move once into metadata; handles and issues need no cleanup	internal/types/checker.go:399-415,768-898; compiler/src/internal/types/type_collection.kizu; compiler/src/internal/types/types.kizu; compiler/src/internal/types/type_collection_test.kizu
internal/types/checker.go	collectReceiverMethod / implMethod	receiver-qualified name / retained function / nested receiver-method map	string / *functionType / map[string]map[string]*functionType	Kizu borrows the loader-qualified method name from Ast only through split and insertion, appends the one owned FunctionType to Checker metadata, and stores a copy FunctionHandle under Map-owned receiver and method keys. Duplicate lookup ends before newDeclaredFunctionType mutates metadata, so no nested Map borrow crosses owner growth.	&var compiler::internal::types::Checker / &compiler::internal::ast::Ast / compiler::internal::types::FunctionHandle / std::map::Map<[]u8, std::map::Map<[]u8, compiler::internal::types::FunctionHandle>>	Ast for the qualified source name and body handle / Checker metadata for FunctionType and nested Maps	new receiver Map uses errdefer until moved into metadata; an allocation failure after FunctionType retention aborts the phase and Checker.deinit releases the otherwise-unindexed record; handles and split byte views need no cleanup	internal/types/checker.go:236-264,6685-6692; compiler/src/internal/types/method_collection.kizu; compiler/src/internal/types/metadata.kizu; compiler/src/internal/types/method_collection_test.kizu
internal/types/checker.go; internal/types/type.go	collectImpl / checkSatisfies / sortedMethodNames / methodMatches	impl names / sorted method scratch / wanted and concrete function records / first issue	string / []string / *contractType / *functionType / error	Kizu validates the Ast-owned type text first, copies contract Map keys into one lexically sorted String Array, and compares only immutable FunctionType borrows reached through copy handles. A returned missing-or-mismatch issue retains Ast Text and a FunctionHandle, never a borrow into the scratch Array or nested Map.	&compiler::internal::ast::Text / std::array::Array<std::string::String> / compiler::internal::types::FunctionHandle / compiler::internal::types::TypeCollectionIssue	Ast for impl names / Checker metadata for contract and function records / check_satisfies for sorted scratch	defer releases sorted names on success or semantic return; issue handles need no cleanup; the outer diagnostic borrows the retained method String before copying its bytes	internal/types/checker.go:418-445; internal/types/type.go:196-207,499-518; compiler/src/internal/types/method_collection.kizu; compiler/src/internal/types/types.kizu:477-516; compiler/src/internal/types/method_collection_test.kizu
internal/types/checker.go; internal/types/type_resolution.go	declaration collection issue adapter / typeResolutionError	copy semantic issue / source Text / formatted message / structured Diagnostic	error / *diagnostic.Diagnostic	Go's private collectors call errorf at their source context and type resolution maps its closed issue through one diagnostic adapter. Kizu keeps the same semantic split inside collect_types_and_methods: concrete collectors retain no message owner, and the enclosing Checker borrows Ast Text or canonical metadata spelling while building the exact category, message, and help once. The copy issue is an internal adaptation of this real pass, not an independently callable policy boundary.	compiler::internal::types::TypeCollectionIssue / compiler::internal::types::TypeResolutionIssue / !compiler::internal::diagnostic::Diagnostic	Ast, TypeTable, and Checker metadata for borrowed message parts / caller for returned Diagnostic	message and help temporaries use errdefer or defer; diagnostic construction copies their bytes before cleanup; issue payloads need no cleanup; caller deinitializes the returned Diagnostic	internal/types/type_resolution.go:56-138; internal/types/diagnostic.go; compiler/src/internal/types/type_collection.kizu; compiler/src/internal/types/type_resolution.kizu; compiler/src/internal/types/type_collection_test.kizu; compiler/src/internal/types/method_collection_test.kizu
